Temperature (Celsius),Temperature (Fahrenheit),Pressure,Humidity,Relative Humidity,Dew Point,Lux,Wind Direction,Wind Speed,Time
29.09124305748928,84.3642375034807,998.1641825749257,34.003588024655166,51.50358802465516,23.39196066242031,3691.83975,180.0,0.0,2024-04-08 10:42:11.318684
29.08998291616308,84.36196924909355,998.1765999760461,34.009315672188464,51.509315672188464,23.391846050600773,3626.0175,180.0,0.0,2024-04-08 10:42:12.879333
29.07360108057774,84.33248194503993,998.1788191982143,33.92965406304304,51.429654063043046,23.359531893186347,3582.3464,45.0,0.0,2024-04-08 10:42:14.249062
29.074546186393334,84.334183135508,998.18023919008,33.75838950327413,51.25838950327413,23.32622408704816,3575.35815,135.0,0.5664167135377207,2024-04-08 10:42:15.642677
29.06099967068085,84.30979940722554,998.1867172827599,33.62160317339921,51.12160317339921,23.285320305360692,3551.60395,180.0,0.5664167135377207,2024-04-08 10:42:16.999784
29.04398777020542,84.27917798636975,998.1844100500385,33.564795344559435,51.06479534455943,23.256946839117305,3533.0885,135.0,0.5664167135377207,2024-04-08 10:42:18.338300
29.04304266472066,84.27747679649718,998.184778699968,33.490600759903565,50.99060075990357,23.241162816701372,3500.37225,180.0,0.5664167135377207,2024-04-08 10:42:19.716413
29.082737103890416,84.34892678700275,998.176446500001,33.410018386926716,50.91001838692671,23.26474078127576,3460.9245,270.0,0.709406065875467,2024-04-08 10:42:21.081154
29.087777668885998,84.3579998039948,998.1697090866114,33.461316831253775,50.96131683125378,23.280041035136755,3415.74165,315.0,0.709406065875467,2024-04-08 10:42:22.449116
29.07423115112033,84.3336160720166,998.1743994958234,33.50150385666165,51.00150385666166,23.27453192245266,3385.718,270.0,0.709406065875467,2024-04-08 10:42:23.800735
29.09785879975027,84.37614583955049,998.1759110141254,33.48969586090593,50.989695860905925,23.295797971931457,3313.47985,225.0,0.709406065875467,2024-04-08 10:42:25.139781
29.129047305733636,84.43228515032055,998.1744680503092,33.48347087920593,50.983470879205925,23.32574148157482,3268.4796,180.0,0.532614136861388,2024-04-08 10:42:26.496423
29.136293121850052,84.4453276193301,998.1746201128195,33.551866695239966,51.051866695239966,23.346666460898046,3172.48725,180.0,0.532614136861388,2024-04-08 10:42:27.846177
29.139128441363667,84.45043119445461,998.175301806939,33.608915925428676,51.108915925428676,23.3609116264494,3110.2627,180.0,0.532614136861388,2024-04-08 10:42:29.195757
29.163701214339014,84.49466218581023,998.1746488625321,33.5742567879258,51.074256787925805,23.378552571924175,3055.2127,180.0,0.532614136861388,2024-04-08 10:42:30.543824
29.17756278163288,84.51961300693918,998.1829495416226,33.59687018539348,51.09687018539347,23.396936818711573,3008.887,180.0,0.3553768745355125,2024-04-08 10:42:31.887942
29.20276563689695,84.56497814641452,998.1760828311982,33.59074859829914,51.09074859829914,23.420915356556776,2935.3577,225.0,0.3553768745355125,2024-04-08 10:42:33.242245
29.23111885776607,84.61601394397893,998.1703668429567,33.63025997199259,51.13025997199259,23.457170852164587,2869.83205,225.0,0.3553768745355125,2024-04-08 10:42:34.670060
29.282154678536244,84.70787842136525,998.1665100493589,33.65227471020787,51.15227471020788,23.51260962057782,2830.67905,225.0,0.3553768745355125,2024-04-08 10:42:36.220467
29.31019288906502,84.75834720031705,998.172836466741,33.66324268880062,51.16324268880062,23.542841426825145,2822.915,225.0,0.5374633779403589,2024-04-08 10:42:37.699879
29.348312268385143,84.82696208309326,998.1853541056032,33.691184403888904,51.19118440388891,23.586549149162927,2836.67275,180.0,0.5374633779403589,2024-04-08 10:42:39.078829
29.36878962778485,84.86382133001274,998.1910560437465,33.776535911168764,51.276535911168764,23.624096810018603,2841.92865,225.0,0.5374633779403589,2024-04-08 10:42:40.441720
29.384226409584514,84.89160753725213,998.1891860824231,33.844835950672056,51.34483595067206,23.653193599718925,2856.14845,225.0,0.5374633779403589,2024-04-08 10:42:41.798061
29.41478494487076,84.94661290076738,998.1957082095657,33.73581116057399,51.235811160573974,23.661947176985556,2877.30135,225.0,0.4394522806246103,2024-04-08 10:42:43.175582
29.43022173480358,84.97439912264645,998.1902556889323,33.62130202942762,51.121302029427625,23.654482140689105,2882.9813,225.0,0.4394522806246103,2024-04-08 10:42:44.531511
29.448178820404813,85.00672187672866,998.1993258695733,33.626721744380795,51.1267217443808,23.673523169280973,2900.4642,225.0,0.4394522806246103,2024-04-08 10:42:45.894252
